DOI,title,year,num_citations,num_views,document_type,num_authors,num_references,num_figures,num_equations,num_countries,num_words_title,num_words_abstract,prop_words_abs,prop_simple_words_abs,first_au_F,last_au_F
10.1371/journal.pcbi.1002635,Modeling of Gap Gene Expression in Drosophila Kruppel Mutants,2012,31,6633,Article,5,85,7,3,2,9,282,0.986,0.302,0,0.992
10.1371/journal.pcbi.1002636,Design and Implementation of a Genomics Field Trip Program Aimed at Secondary School Students,2012,12,8921,Article,3,9,1,0,2,14,236,0.985,0.369,0.997,0.998
10.1371/journal.pcbi.1002637,Gene Network Homology in Prokaryotes Using a Similarity Search Approach: Queries of Quorum Sensing Signal Transduction,2012,21,5372,Article,2,34,10,0,1,16,263,0.943,0.339,0.004,0.004
10.1371/journal.pcbi.1002638,High Resolution Genome Wide Binding Event Finding and Motif Discovery Reveals Transcription Factor Spatial Binding Constraints,2012,140,18441,Article,3,52,8,8,2,16,297,0.916,0.305,NA,0.004
10.1371/journal.pcbi.1002639,Prediction of Mutational Tolerance in HIV-1 Protease and Reverse Transcriptase Using Flexible Backbone Protein Design,2012,16,5012,Article,5,67,7,2,2,16,167,0.97,0.33,0.999,1
10.1371/journal.pcbi.1002640,A Network-based Approach for Predicting Missing Pathway Interactions,2012,22,10734,Article,3,85,3,2,1,9,187,0.992,0.371,0,0
10.1371/journal.pcbi.1002641,Intrinsic Disorder in the Human Spliceosomal Proteome,2012,59,6933,Article,2,92,3,0,2,7,259,0.913,0.355,NA,0
10.1371/journal.pcbi.1002642,Locust Dynamics: Behavioral Phase Change and Swarming,2012,48,12725,Article,4,44,7,22,3,7,188,0.965,0.351,0.004,0.004
10.1371/journal.pcbi.1002643,A Simple Histone Code Opens Many Paths to Epigenetics,2012,30,8285,Article,2,27,7,3,3,9,293,0.962,0.352,0.837,0.003
10.1371/journal.pcbi.1002644,Teasing Apart Translational and Transcriptional Components of Stochastic Variations in Eukaryotic Gene Expression,2012,16,6116,Article,6,59,3,2,5,13,304,0.966,0.37,NA,0.997
10.1371/journal.pcbi.1002645,What Evidence Is There for the Homology of Protein-Protein Interactions?,2012,24,10869,Article,4,61,5,8,2,11,239,0.977,0.435,0.997,0.998
10.1371/journal.pcbi.1002646,The Landscape of the Prion Protein's Structural Response to Mutation Revealed by Principal Component Analysis of Multiple NMR Ensembles,2012,10,5446,Article,2,49,8,1,2,20,199,0.943,0.344,1,0.004
10.1371/journal.pcbi.1002647,"Defining the Nature of Thermal Intermediate in 3 State Folding Proteins: Apoflavodoxin, a Study Case",2012,7,4419,Article,5,92,11,6,3,15,169,0.981,0.292,1,0
10.1371/journal.pcbi.1002648,How Entorhinal Grid Cells May Learn Multiple Spatial Scales from a Dorsoventral Gradient of Cell Response Rates in a Self-organizing Map,2012,29,8397,Article,2,101,16,14,1,22,301,0.968,0.325,0.003,0
10.1371/journal.pcbi.1002649,Assessing the Relative Stability of Dimer Interfaces in G Protein-Coupled Receptors,2012,80,8359,Article,4,48,3,6,1,12,217,0.901,0.275,0.997,0.997
10.1371/journal.pcbi.1002650,Diversity and Noise Effects in a Model of Homeostatic Regulation of the Sleep-Wake Cycle,2012,11,2930,Article,5,35,12,20,5,15,304,0.993,0.348,0.005,NA
10.1371/journal.pcbi.1002651,Maintaining a Cognitive Map in Darkness: The Need to Fuse Boundary Knowledge with Path Integration,2012,36,5419,Article,5,66,8,1,2,15,298,0.977,0.341,0.007,0.997
10.1371/journal.pcbi.1002652,Evolutionary Dynamics of Strategic Behavior in a Collective-Risk Dilemma,2012,31,4991,Article,2,40,4,0,2,10,242,1,0.426,0.992,0
10.1371/journal.pcbi.1002653,Model-Free Reconstruction of Excitatory Neuronal Connectivity from Calcium Imaging Signals,2012,129,18793,Article,4,114,8,19,3,11,298,0.994,0.277,0,0.198
10.1371/journal.pcbi.1002654,Mutual Repression Enhances the Steepness and Precision of Gene Expression Boundaries,2012,29,5595,Article,3,73,8,7,3,11,303,0.964,0.266,0.004,0
10.1371/journal.pcbi.1002655,Human Motor Cortical Activity Is Selectively Phase-Entrained on Underlying Rhythms,2012,106,11776,Article,8,80,13,5,3,11,259,0.948,0.333,0.138,0
10.1371/journal.pcbi.1002656,Weighted Frequent Gene Co-expression Network Mining to Identify Genes Involved in Genome Stability,2012,54,9284,Article,11,78,5,0,1,14,233,0.923,0.317,0.173,NA
10.1371/journal.pcbi.1002657,Artificial Neural Networks Trained to Detect Viral and Phage Structural Proteins,2012,47,13388,Article,8,81,10,2,3,11,303,0.973,0.303,0.006,NA
10.1371/journal.pcbi.1002658,High-throughput Computer Method for 3D Neuronal Structure Reconstruction from the Image Stack of the Drosophila Brain and Its Applications,2012,18,7399,Article,4,24,13,4,2,20,223,0.944,0.347,NA,NA
10.1371/journal.pcbi.1002659,Evolutionary Dynamics on Protein Bi-stability Landscapes can Potentially Resolve Adaptive Conflicts,2012,21,5510,Article,3,96,5,5,3,12,260,0.967,0.316,0,0.161
10.1371/journal.pcbi.1002660,"Strategy Diversity Stabilizes Mutualism through Investment Cycles, Phase Polymorphism, and Spatial Bubbles",2012,1,6545,Article,4,82,7,4,4,12,274,0.987,0.34,NA,NA
10.1371/journal.pcbi.1002661,Allosteric Communication across the Native and Mutated KIT Receptor Tyrosine Kinase,2012,42,6137,Article,3,84,6,6,2,11,229,0.97,0.252,1,1
10.1371/journal.pcbi.1002662,Shrinking the Metabolic Solution Space Using Experimental Datasets,2012,67,7184,Review,1,53,1,0,1,8,144,0.99,0.34,0.997,0.997
10.1371/journal.pcbi.1002663,Dependencies among Editing Sites in Serotonin 2C Receptor mRNA,2012,7,3336,Article,3,43,6,13,2,9,286,0.949,0.294,0,0.998
10.1371/journal.pcbi.1002664,Spontaneous Excitation Patterns Computed for Axons with Injury-like Impairments of Sodium Channels and Na/K Pumps,2012,26,5555,Article,4,87,10,16,2,17,269,0.939,0.221,0.868,NA
10.1371/journal.pcbi.1002665,Quantitative Predictions of Binding Free Energy Changes in Drug-Resistant Influenza Neuraminidase,2012,13,6268,Article,7,41,5,0,1,12,181,0.94,0.276,0.004,0.016
10.1371/journal.pcbi.1002666,External Drive to Inhibitory Cells Induces Alternating Episodes of High- and Low-Amplitude Oscillations,2012,8,4633,Article,8,65,12,4,2,14,232,0.992,0.315,0.005,0
10.1371/journal.pcbi.1002667,The Spatial Structure of Stimuli Shapes the Timescale of Correlations in Population Spiking Activity,2012,25,4180,Article,3,71,8,27,3,14,215,0.971,0.346,0,0.004
10.1371/journal.pcbi.1002668,A Novel Computational Method Identifies Intra- and Inter-Species Recombination Events in Staphylococcus aureus and Streptococcus pneumoniae,2012,7,7367,Article,5,45,7,5,2,17,229,0.962,0.278,0.997,0.005
10.1371/journal.pcbi.1002669,Criticality Is an Emergent Property of Genetic Networks that Exhibit Evolvability,2012,56,14622,Article,3,59,12,2,2,11,238,0.993,0.322,0.044,0
10.1371/journal.pcbi.1002670,The Regulation of Ant Colony Foraging Activity without Spatial Information,2012,54,42763,Article,3,36,3,0,1,10,289,0.98,0.454,0,0.998
10.1371/journal.pcbi.1002671,Sub-diffraction Limit Localization of Proteins in Volumetric Space Using Bayesian Restoration of Fluorescence Images from Ultrathin Specimens,2012,22,5776,Article,2,34,9,0,1,18,285,0.909,0.297,0.004,0.003
10.1371/journal.pcbi.1002672,Interplay of Gene Expression Noise and Ultrasensitive Dynamics Affects Bacterial Operon Organization,2012,13,6260,Article,2,67,5,11,1,12,166,0.946,0.279,NA,0
10.1371/journal.pcbi.1002673,Inferring the Structure of Social Contacts from Demographic Data in the Analysis of Infectious Diseases Spread,2012,83,15127,Article,5,55,6,7,2,16,223,0.984,0.416,0.997,0
10.1371/journal.pcbi.1002674,Molecular Dynamics Simulations Reveal Proton Transfer Pathways in Cytochrome C-Dependent Nitric Oxide Reductase,2012,26,7077,Article,4,75,8,0,2,14,234,0.903,0.29,0,0
10.1371/journal.pcbi.1002675,Correlated Electrostatic Mutations Provide a Reservoir of Stability in HIV Protease,2012,21,4444,Article,4,67,4,2,2,11,219,0.986,0.324,0.005,0.004
10.1371/journal.pcbi.1002676,Speeded Reaching Movements around Invisible Obstacles,2012,14,3583,Article,3,35,5,3,2,6,141,0.989,0.322,0.004,0.012
10.1371/journal.pcbi.1002677,Versatility and Invariance in the Evolution of Homologous Heteromeric Interfaces,2012,34,4163,Article,3,66,5,0,2,10,218,0.986,0.343,0.997,NA
10.1371/journal.pcbi.1002678,Deciphering Interactions in Moving Animal Groups,2012,145,15162,Article,7,51,4,10,4,6,215,0.993,0.413,0.025,0.005
10.1371/journal.pcbi.1002679,The Roots of Bioinformatics in ISMB,2012,1,18212,Article,1,0,2,0,1,6,NA,0,0,0.004,0.004
10.1371/journal.pcbi.1002680,Analysis of Surface Protein Expression Reveals the Growth Pattern of the Gram-Negative Outer Membrane,2012,33,8171,Article,4,52,6,5,1,15,241,0.93,0.317,0.054,0.997
10.1371/journal.pcbi.1002681,Stress-Induced Impairment of a Working Memory Task: Role of Spiking Rate and Spiking History Predicted Discharge,2012,27,12302,Article,3,92,6,7,1,17,309,0.987,0.307,0.004,0.003
10.1371/journal.pcbi.1002682,Binding of Two Intrinsically Disordered Peptides to a Multi-Specific Protein: A Combined Monte Carlo and Molecular Dynamics Study,2012,34,4740,Article,4,59,8,2,3,19,189,0.946,0.349,1,0.002
10.1371/journal.pcbi.1002683,Structural Investigation of MscL Gating Using Experimental Data and Coarse Grained MD Simulations,2012,33,5094,Article,5,64,8,0,3,13,155,0.941,0.382,1,0.006
10.1371/journal.pcbi.1002684,Stochastic Simulations Suggest that HIV-1 Survives Close to Its Error Threshold,2012,26,4731,Article,4,111,8,0,2,12,297,0.965,0.333,0,NA
10.1371/journal.pcbi.1002685,Mechanism of Bacterial Signal Transduction Revealed by Molecular Dynamics of Tsr Dimers and Trimers of Dimers in Lipid Vesicles,2012,32,7770,Article,3,58,6,0,1,19,258,0.918,0.293,0.003,0.003
10.1371/journal.pcbi.1002686,Determinants of Brain Cell Metabolic Phenotypes and Energy Substrate Utilization Unraveled with a Modeling Approach,2012,13,4770,Article,3,66,4,7,3,15,191,0.992,0.31,1,0
10.1371/journal.pcbi.1002687,Inferring Correlation Networks from Genomic Survey Data,2012,686,60519,Article,2,31,5,19,2,7,273,0.924,0.357,0.004,0.005
10.1371/journal.pcbi.1002688,Modeling Phenotypic Metabolic Adaptations of Mycobacterium tuberculosis H37Rv under Hypoxia,2012,43,10519,Article,3,73,6,8,1,10,305,0.966,0.295,0.861,0.016
10.1371/journal.pcbi.1002689,Spike-Timing Dependence of Structural Plasticity Explains Cooperative Synapse Formation in the Neocortex,2012,25,6171,Article,4,68,4,31,2,13,187,0.992,0.398,0,0
10.1371/journal.pcbi.1002690,Enhancing the Prioritization of Disease-Causing Genes through Tissue Specific Protein Interaction Networks,2012,100,9914,Article,4,60,4,3,2,13,167,0.971,0.4,0,NA
10.1371/journal.pcbi.1002691,Spike-based Decision Learning of Nash Equilibria in Two-Player Games,2012,5,5753,Article,2,51,4,17,2,11,151,0.99,0.317,0,0.006
10.1371/journal.pcbi.1002692,Connecting Macroscopic Observables and Microscopic Assembly Events in Amyloid Formation Using Coarse Grained Simulations,2012,50,5947,Article,4,52,7,3,4,14,216,0.977,0.313,0.005,0.004
10.1371/journal.pcbi.1002693,Convergent Transmission of RNAi Guide-Target Mismatch Information across Argonaute Internal Allosteric Network,2012,9,2955,Article,2,39,4,5,1,13,305,0.936,0.359,0.004,0.004
10.1371/journal.pcbi.1002694,Tissue-Specific Functional Networks for Prioritizing Phenotype and Disease Genes,2012,70,12696,Article,9,63,6,8,2,10,249,0.979,0.289,NA,0.997
10.1371/journal.pcbi.1002695,Substrate-Specific Reorganization of the Conformational Ensemble of CSK Implicates Novel Modes of Kinase Function,2012,10,3667,Article,6,60,4,4,3,15,245,0.94,0.271,0.005,0.997
10.1371/journal.pcbi.1002696,Prediction and Dissection of Widely-Varying Association Rate Constants of Actin-Binding Proteins,2012,10,4703,Article,4,44,4,3,1,13,256,0.954,0.354,NA,NA
10.1371/journal.pcbi.1002697,Modeling the Seasonal Adaptation of Circadian Clocks by Changes in the Network Structure of the Suprachiasmatic Nucleus,2012,33,4609,Article,5,68,11,11,3,17,286,0.984,0.368,0.044,NA
10.1371/journal.pcbi.1002698,Risk-Sensitivity in Bayesian Sensorimotor Integration,2012,10,4209,Article,3,37,3,2,2,6,194,0.991,0.327,0.07,0.004
10.1371/journal.pcbi.1002699,Evaluating the Adequacy of Gravity Models as a Description of Human Mobility for Epidemic Modelling,2012,44,9274,Article,2,20,7,14,2,15,251,0.992,0.395,0.005,0.004
10.1371/journal.pcbi.1002700,Multistationary and Oscillatory Modes of Free Radicals Generation by the Mitochondrial Respiratory Chain Revealed by a Bifurcation Analysis,2012,15,4244,Article,6,37,10,18,3,18,246,0.98,0.333,0,1
10.1371/journal.pcbi.1002701,This Déjà Vu Feeling-Analysis of Multidomain Protein Evolution in Eukaryotic Genomes,2012,21,8075,Article,2,56,10,0,2,12,283,0.944,0.352,0.044,0.004
10.1371/journal.pcbi.1002702,"The p7 Protein of Hepatitis C Virus Forms Structurally Plastic, Minimalist Ion Channels",2012,50,7190,Article,4,73,4,1,3,13,223,0.956,0.299,0.995,0
10.1371/journal.pcbi.1002703,Osteoprotegerin in Bone Metastases: Mathematical Solution to the Puzzle,2012,27,4998,Article,3,58,9,7,2,9,254,0.948,0.299,0.004,1
10.1371/journal.pcbi.1002704,Ubiquitin Dynamics in Complexes Reveal Molecular Recognition Mechanisms Beyond Induced Fit and Conformational Selection,2012,44,6850,Article,2,52,8,0,2,14,216,0.985,0.321,0.713,0.019
10.1371/journal.pcbi.1002705,Coupling between Catalytic Loop Motions and Enzyme Global Dynamics,2012,35,6579,Article,5,49,6,2,2,9,201,0.955,0.295,1,NA
10.1371/journal.pcbi.1002706,Why Open Drug Discovery Needs Four Simple Rules for Licensing Data and Models,2012,15,7571,Article,3,31,0,0,1,13,121,1,0.468,0,0.007
10.1371/journal.pcbi.1002707,"Discovering Relations Between Mind, Brain, and Mental Disorders Using Topic Mapping",2012,65,23097,Article,6,26,7,0,1,11,149,0.976,0.341,0.005,0.306
10.1371/journal.pcbi.1002708,CAVER 3.0: A Tool for the Analysis of Transport Pathways in Dynamic Protein Structures,2012,553,21561,Article,13,63,5,6,2,15,255,0.933,0.281,0.996,0
10.1371/journal.pcbi.1002709,Disease-Associated Mutations Disrupt Functionally Important Regions of Intrinsic Protein Disorder,2012,78,9121,Article,7,83,6,0,3,11,312,0.935,0.315,0,1
10.1371/journal.pcbi.1002710,Molecular Mechanism for the Dual Alcohol Modulation of Cys-loop Receptors,2012,33,5116,Article,7,55,7,0,2,11,204,0.888,0.25,0.004,0.004
10.1371/journal.pcbi.1002711,Coding and Decoding with Adapting Neurons: A Population Approach to the Peri-Stimulus Time Histogram,2012,25,7361,Article,2,85,6,52,2,15,262,0.986,0.395,0.004,NA
10.1371/journal.pcbi.1002712,Ten Simple Rules To Commercialize Scientific Research,2012,5,43535,Editorial,2,4,0,0,2,7,NA,0,0,0.005,0.003
10.1371/journal.pcbi.1002713,Random Field Model Reveals Structure of the Protein Recombinational Landscape,2012,8,3994,Article,2,53,3,18,2,10,178,0.99,0.307,0.003,0.992
10.1371/journal.pcbi.1002714,Confidence-based Somatic Mutation Evaluation and Prioritization,2012,25,10580,Article,13,30,6,7,2,7,217,0.842,0.292,0.005,NA
10.1371/journal.pcbi.1002715,The Mechanistic Basis of Myxococcus xanthus Rippling Behavior and Its Physiological Role during Predation,2012,25,5669,Article,6,41,4,21,1,14,258,0.987,0.315,NA,0
10.1371/journal.pcbi.1002716,A Model of Reward- and Effort-Based Optimal Decision Making and Motor Control,2012,56,12250,Article,2,106,7,27,2,13,145,0.978,0.312,0.001,0.005
10.1371/journal.pcbi.1002717,Analysis of Slow (Theta) Oscillations as a Potential Temporal Reference Frame for Information Coding in Sensory Cortices,2012,64,6803,Article,3,78,6,2,3,17,234,1,0.328,0,0
10.1371/journal.pcbi.1002718,Very Slow Search and Reach: Failure to Maximize Expected Gain in an Eye-Hand Coordination Task,2012,4,4530,Article,4,33,7,2,1,16,151,0.989,0.36,1,0.012
10.1371/journal.pcbi.1002719,Predictive Dynamics of Human Pain Perception,2012,40,8564,Article,7,41,3,10,2,6,110,1,0.493,0.002,NA
10.1371/journal.pcbi.1002720,"Functional Modules, Structural Topology, and Optimal Activity in Metabolic Networks",2012,18,7124,Article,4,22,5,4,2,10,279,0.974,0.275,0,0.005
10.1371/journal.pcbi.1002721,Probability Fluxes and Transition Paths in a Markovian Model Describing Complex Subunit Cooperativity in HCN2 Channels,2012,10,3211,Article,3,42,6,7,2,16,167,0.917,0.312,0,NA
10.1371/journal.pcbi.1002722,Modeling Dynamic Regulatory Processes in Stroke,2012,1,4024,Article,9,41,8,4,1,6,221,0.976,0.354,0.005,0.008
10.1371/journal.pcbi.1002723,Disease Prevention versus Data Privacy: Using Landcover Maps to Inform Spatial Epidemic Models,2012,18,5551,Article,2,27,5,2,2,13,229,0.992,0.371,0.005,0.998
10.1371/journal.pcbi.1002724,MOSAIC: A Multiscale Model of Osteogenesis and Sprouting Angiogenesis with Lateral Inhibition of Endothelial Cells,2012,50,6434,Article,6,66,10,9,3,15,295,0.974,0.355,NA,0
10.1371/journal.pcbi.1002725,A Graphical Modelling Approach to the Dissection of Highly Correlated Transcription Factor Binding Site Profiles,2012,3,5661,Article,3,51,7,0,2,15,306,0.933,0.313,0.004,0
10.1371/journal.pcbi.1002726,Spatially Pooled Contrast Responses Predict Neural and Perceptual Similarity of Naturalistic Image Categories,2012,38,5809,Article,4,86,8,3,2,13,265,0.98,0.349,0.992,NA
10.1371/journal.pcbi.1002727,A Future Vision for PLOS Computational Biology,2012,0,6178,Editorial,1,0,0,0,2,7,NA,0,0,0.997,0.997
10.1371/journal.pcbi.1002728,Seven Years; It's Time for a Change,2012,0,5118,Editorial,1,2,0,0,1,8,NA,0,0,0.003,0.003
